M,1,MelodicIntervalHistogramFeature,0.011387163561076604,0.2443064182194617,0.15527950310559005,0.13354037267080746,0.12629399585921325,0.10351966873706005,0.004140786749482402,0.027950310559006212,0.009316770186335404,0.009316770186335404,0.005175983436853002,0.011387163561076604,0.07246376811594203,0.008281573498964804,0.006211180124223602,0.003105590062111801,0.0010351966873706005,0.011387163561076604,0.0,0.003105590062111801,0.007246376811594203,0.002070393374741201,0.002070393374741201,0.0010351966873706005,0.014492753623188406,0.0010351966873706005,0.003105590062111801,0.007246376811594203,0.0010351966873706005,0.0,0.0,0.006211180124223602,0.0010351966873706005,0.002070393374741201,0.0010351966873706005,0.0,0.0010351966873706005,0.0,0.0,0.0,0.0,0.002070393374741201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M,2,AverageMelodicIntervalFeature,5.3022774327122155
M,3,MostCommonMelodicIntervalFeature,1
M,4,DistanceBetweenMostCommonMelodicIntervalsFeature,1
M,5,MostCommonMelodicIntervalPrevalenceFeature,0.2443064182194617
M,6,RelativeStrengthOfMostCommonIntervalsFeature,0.635593220338983
M,7,NumberOfCommonMelodicIntervalsFeature,5
M,8,AmountOfArpeggiationFeature,0.39233954451345754
M,9,RepeatedNotesFeature,0.011387163561076604
M,10,ChromaticMotionFeature,0.2443064182194617
M,11,StepwiseMotionFeature,0.3995859213250518
M,12,MelodicThirdsFeature,0.2598343685300207
M,13,MelodicFifthsFeature,0.027950310559006212
M,14,MelodicTritonesFeature,0.004140786749482402
M,15,MelodicOctavesFeature,0.08695652173913043
M,17,DirectionOfMotionFeature,0.44188034188034186
M,18,DurationOfMelodicArcsFeature,167.28571428571428
M,19,SizeOfMelodicArcsFeature,45.0
P,1,MostCommonPitchPrevalenceFeature,0.11660561660561661
P,2,MostCommonPitchClassPrevalenceFeature,0.22527472527472528
P,3,RelativeStrengthOfTopPitchesFeature,0.6910994764397905
P,4,RelativeStrengthOfTopPitchClassesFeature,0.7669376693766937
P,5,IntervalBetweenStrongestPitchesFeature,7
P,6,IntervalBetweenStrongestPitchClassesFeature,5
P,7,NumberOfCommonPitchesFeature,1
P,8,PitchVarietyFeature,45
P,9,PitchClassVarietyFeature,12
P,10,RangeFeature,45
P,11,MostCommonPitchFeature,0.59375
P,12,PrimaryRegisterFeature,77.93333333333334
P,13,ImportanceOfBassRegisterFeature,0.0
P,14,ImportanceOfMiddleRegisterFeature,0.47863247863247865
P,15,ImportanceOfHighRegisterFeature,0.5213675213675214
P,16,MostCommonPitchClassFeature,4
P,19,BasicPitchHistogramFeature,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020942408376963352,0.09947643979057592,0.25654450261780104,0.0,0.18848167539267016,0.24083769633507854,0.07853403141361257,0.21465968586387435,0.03664921465968587,0.5863874345549739,0.2198952879581152,0.02617801047120419,0.13612565445026178,0.27225130890052357,0.6910994764397906,0.020942408376963352,0.5130890052356021,0.5026178010471205,0.12041884816753927,0.36125654450261785,0.16753926701570682,1.0,0.3717277486910995,0.04712041884816754,0.17277486910994766,0.21465968586387435,0.4554973821989529,0.020942408376963352,0.2774869109947644,0.2094240837696335,0.06282722513089006,0.18324607329842932,0.03664921465968587,0.3193717277486911,0.1099476439790576,0.03141361256544503,0.04712041884816754,0.03664921465968587,0.07853403141361257,0.005235602094240838,0.041884816753926704,0.02617801047120419,0.005235602094240838,0.03141361256544503,0.010471204188481676,0.02617801047120419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P,20,PitchClassDistributionFeature,0.5067750677506775,0.13821138211382114,0.4092140921409214,0.13008130081300812,1.0,0.36314363143631434,0.05420054200542006,0.1951219512195122,0.3224932249322493,0.7669376693766937,0.024390243902439025,0.5284552845528455
P,21,FifthsPitchHistogramFeature,0.5067750677506775,0.1951219512195122,0.4092140921409214,0.7669376693766937,1.0,0.5284552845528455,0.05420054200542006,0.13821138211382114,0.3224932249322493,0.13008130081300812,0.024390243902439025,0.36314363143631434
P,22,QualityFeature,0
R,15,NoteDensityFeature,7.992481203007519
R,17,AverageNoteDurationFeature,0.3411332010741197
R,19,MaximumNoteDurationFeature,119.68058365877454
R,20,MinimumNoteDurationFeature,0.023809523809534636
R,21,StaccatoIncidenceFeature,0.24826717076244487
R,22,AverageTimeBetweenAttacksFeature,0.17662173188631178
R,23,VariabilityOfTimeBetweenAttacksFeature,0.1881581860079705
